sr,title,link,guid,latitude,longitude,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name
4009,monuments2.fid-3f3c22b6_1667d4434db_5467,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5467,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5467,27.651133,77.265744,14975,Chaurasi Khamba Temple,Chaurasi Khamba Temple,Kaman,Bharatpur,Rajasthan,Jaipur Circle,JAIRJ027.JPG,JAIRJ027,JAIRJ027
4010,monuments2.fid-3f3c22b6_1667d4434db_5468,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5468,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5468,27.186933,77.493983,14976,Ancient Mound,Ancient Mound,Malah,Bharatpur,Rajasthan,Jaipur Circle,JAIRJ028.JPG,JAIRJ028,JAIRJ028
4011,monuments2.fid-3f3c22b6_1667d4434db_5469,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5469,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5469,27.209781,77.547581,14977,Ancient Mound,Ancient Mound,Noh,Bharatpur,Rajasthan,Jaipur Circle,JAIRJ029.JPG,JAIRJ029,JAIRJ029
4012,monuments2.fid-3f3c22b6_1667d4434db_546a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546a,27.213867,77.548069,14978,Colossal Image of Yaksha,Colossal Image of Yaksha,Noh,Bharatpur,Rajasthan,Jaipur Circle,JAIRJ030.JPG,JAIRJ030,JAIRJ030
4013,monuments2.fid-3f3c22b6_1667d4434db_546b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546b,26.992217,77.589408,14979,Lal Mahal,Lal Mahal,Rupvas,Bharatpur,Rajasthan,Jaipur Circle,JAIRJ031.JPG,JAIRJ031,JAIRJ031
4014,monuments2.fid-3f3c22b6_1667d4434db_546c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546c,25.156658,75.328019,14980,Mahakal and two other temples,Mahakal and two other temples,Bijolia,Bhilwara,Rajasthan,Jaipur Circle,JAIRJ032.JPG,JAIRJ032,JAIRJ032
4015,monuments2.fid-3f3c22b6_1667d4434db_546d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546d,25.151116,75.338234,14981,Rock Inscription (12th century),Rock Inscription (12th century),Bijolia,Bhilwara,Rajasthan,Jaipur Circle,JAIRJ033.JPG,JAIRJ033,JAIRJ033
4016,monuments2.fid-3f3c22b6_1667d4434db_546e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546e,25.150513,75.337545,14982,Rock Inscription Parasvanath Temple,Rock Inscription Parasvanath Temple,Bijolia,Bhilwara,Rajasthan,Jaipur Circle,JAIRJ034.JPG,JAIRJ034,JAIRJ034
4017,monuments2.fid-3f3c22b6_1667d4434db_546f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_546f,25.134039,75.211917,14983,Ancient Temple Kaner-ki-Putli,Ancient Temple Kaner-ki-Putli,Khadipur,Bhilwara,Rajasthan,Jaipur Circle,JAIRJ035.JPG,JAIRJ035,XXXX
4018,monuments2.fid-3f3c22b6_1667d4434db_5470,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5470,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5470,25.448865,75.635722,14984,Wall Paintings of Hardoti School,Wall Paintings of Hardoti School,Bundi,Bundi,Rajasthan,Jaipur Circle,JAIRJ036.JPG,JAIRJ036,JAIRJ036
4019,monuments2.fid-3f3c22b6_1667d4434db_5471,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5471,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5471,25.287089,75.944464,14985,Ancient Mound,Ancient Mound,Keshavraipatan,Bundi,Rajasthan,Jaipur Circle,JAIRJ037.JPG,JAIRJ037,XXXX
4020,monuments2.fid-3f3c22b6_1667d4434db_5472,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5472,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5472,25.765833,75.853889,14986,Ancient Mound,Ancient Mound,Nainwa,Bundi,Rajasthan,Jaipur Circle,JAIRJ038.JPG,JAIRJ038,XXXX
4021,monuments2.fid-3f3c22b6_1667d4434db_5473,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5473,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5473,27.007397,76.609253,14987,Ancient Mound,Ancient Mound,Abaneri,Dausa,Rajasthan,Jaipur Circle,JAIRJ039.JPG,JAIRJ039,JAIRJ039
4022,monuments2.fid-3f3c22b6_1667d4434db_5474,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5474,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5474,27.007292,76.606392,14988,Baori,Baori,Abaneri,Dausa,Rajasthan,Jaipur Circle,JAIRJ040.JPG,JAIRJ040,JAIRJ040
4023,monuments2.fid-3f3c22b6_1667d4434db_5475,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5475,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5475,27.007589,76.605108,14989,Harsat Mata-ka-Mandir,Harsat Mata-ka-Mandir,Abaneri,Dausa,Rajasthan,Jaipur Circle,JAIRJ041.JPG,JAIRJ041,JAIRJ041
4024,monuments2.fid-3f3c22b6_1667d4434db_5476,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5476,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5476,26.561967,76.326317,14990,Banjaron-ki-Chhatri,Banjaron-ki-Chhatri,Lalsot,Dausa,Rajasthan,Jaipur Circle,JAIRJ042.JPG,JAIRJ042,JAIRJ042
4025,monuments2.fid-3f3c22b6_1667d4434db_5477,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5477,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5477,26.940294,76.318278,14991,Ancient Mound,Ancient Mound,Maheshra,Dausa,Rajasthan,Jaipur Circle,JAIRJ043.JPG,JAIRJ043,JAIRJ043
4026,monuments2.fid-3f3c22b6_1667d4434db_5478,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5478,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5478,26.846797,76.374153,14992,Ancient Mound,Ancient Mound,Raniwas,Dausa,Rajasthan,Jaipur Circle,JAIRJ044.JPG,JAIRJ044,XXXX
4027,monuments2.fid-3f3c22b6_1667d4434db_5479,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5479,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5479,26.919175,76.686094,14993,Ancient Mound,Ancient Mound,Sikrai,Dausa,Rajasthan,Jaipur Circle,JAIRJ045.JPG,JAIRJ045,XXXX
4028,monuments2.fid-3f3c22b6_1667d4434db_547a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547a,26.692553,77.866103,14994,Baburs Garden,Baburs Garden,Dholpur/Jhor,Dholpur,Rajasthan,Jaipur Circle,JAIRJ046.JPG,JAIRJ046,JAIRJ046
4029,monuments2.fid-3f3c22b6_1667d4434db_547b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547b,26.493882,77.582249,14995,Jogni-Jogna Temple,Jogni-Jogna Temple,Sone-ka-Guraja,Dholpur,Rajasthan,Jaipur Circle,JAIRJ047.JPG,JAIRJ047,JAIRJ047
4030,monuments2.fid-3f3c22b6_1667d4434db_547c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547c,26.669911,77.902575,14996,Shergarh Fort,Shergarh Fort,Dholpur,Dholpur,Rajasthan,Jaipur Circle,JAIRJ048.JPG,JAIRJ048,JAIRJ048
4031,monuments2.fid-3f3c22b6_1667d4434db_547d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547d,26.988881,75.856364,14997,Jama Masjid,Jama Masjid,Amber,Jaipur,Rajasthan,Jaipur Circle,JAIRJ049.JPG,JAIRJ049,JAIRJ049
4032,monuments2.fid-3f3c22b6_1667d4434db_547e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547e,26.987956,75.855617,14998,Laxmi Narainjis Temple,Laxmi Narainjis Temple,Amber,Jaipur,Rajasthan,Jaipur Circle,JAIRJ050.JPG,JAIRJ050,JAIRJ050
4033,monuments2.fid-3f3c22b6_1667d4434db_547f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_547f,26.988856,75.851183,14999,Sri Jagat Siromanijis Temple,Sri Jagat Siromanijis Temple,Amber,Jaipur,Rajasthan,Jaipur Circle,JAIRJ051.JPG,JAIRJ051,JAIRJ051
4034,monuments2.fid-3f3c22b6_1667d4434db_5480,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5480,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5480,26.989821,75.849879,15000,Sun Temple,Sun Temple,Amber,Jaipur,Rajasthan,Jaipur Circle,JAIRJ052.JPG,JAIRJ052,JAIRJ052
4035,monuments2.fid-3f3c22b6_1667d4434db_5481,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5481,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5481,27.417047,76.162375,15001,Excavated site,Excavated site,Bairat,Jaipur,Rajasthan,Jaipur Circle,JAIRJ053.JPG,JAIRJ053,JAIRJ053
4036,monuments2.fid-3f3c22b6_1667d4434db_5482,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5482,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5482,26.936678,75.824936,15002,Punderikji-ki-Haveli,Punderikji-ki-Haveli,Brahmpuri,Jaipur,Rajasthan,Jaipur Circle,JAIRJ054.JPG,JAIRJ054,JAIRJ054
4037,monuments2.fid-3f3c22b6_1667d4434db_5483,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5483,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5483,26.916942,75.858476,15003,Temple  Fresco Paintings,Temple  Fresco Paintings,Galtaji,Jaipur,Rajasthan,Jaipur Circle,JAIRJ055.JPG,JAIRJ055,JAIRJ055
4038,monuments2.fid-3f3c22b6_1667d4434db_5484,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5484,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5484,26.853406,75.197697,15004,Excavated site,Excavated site,Sambhar,Jaipur,Rajasthan,Jaipur Circle,JAIRJ056.JPG,JAIRJ056,JAIRJ056
4039,monuments2.fid-3f3c22b6_1667d4434db_5485,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5485,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5485,27.026108,76.008583,15005,Fortresss Medhaji-ka-Mahal,Fortresss Medhaji-ka-Mahal,Jamwaramgarh,Jaipur,Rajasthan,Jaipur Circle,JAIRJ057.JPG,JAIRJ057,JAIRJ057
4040,monuments2.fid-3f3c22b6_1667d4434db_5486,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5486,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5486,24.062056,75.893947,15006,Buddhist Caves and Pillars,Buddhist Caves and Pillars,Binnayaga,Jhalawar,Rajasthan,Jaipur Circle,JAIRJ058.JPG,JAIRJ058,JAIRJ058
4041,monuments2.fid-3f3c22b6_1667d4434db_5487,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5487,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5487,23.926912,75.838031,15007,Caves of Niranjani etc.,Caves of Niranjani etc.,Dag,Jhalawar,Rajasthan,Jaipur Circle,JAIRJ059.JPG,JAIRJ059,JAIRJ059
4042,monuments2.fid-3f3c22b6_1667d4434db_5488,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5488,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5488,23.959617,75.63837,15008,Ancient Ruins (Dalsagar/Gangadhar),Ancient Ruins (Dalsagar/Gangadhar),Dalsagar,Jhalawar,Rajasthan,Jaipur Circle,JAIRJ060.JPG,JAIRJ060,JAIRJ060
4043,monuments2.fid-3f3c22b6_1667d4434db_5489,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5489,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5489,23.870734,75.786522,15009,Ancient Ruins,Ancient Ruins,Dudhaliya,Jhalawar,Rajasthan,Jaipur Circle,JAIRJ061.JPG,JAIRJ061,JAIRJ061
4044,monuments2.fid-3f3c22b6_1667d4434db_548a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548a,24.110945,75.864582,15010,Buddhist Caves,Buddhist Caves,Hathiagor,Jhalawar,Rajasthan,Jaipur Circle,JAIRJ062.JPG,JAIRJ062,JAIRJ062
4045,monuments2.fid-3f3c22b6_1667d4434db_548b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548b,24.529528,76.177564,15011,Old Temples  Chandrabhaga,Old Temples  Chandrabhaga,Jhalrapatan,Jhalawar,Rajasthan,Jaipur Circle,JAIRJ063.JPG,JAIRJ063,JAIRJ063
4046,monuments2.fid-3f3c22b6_1667d4434db_548c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548c,24.011261,75.847414,15012,"Buddhist Caves, Pillars, Idols","Buddhist Caves, Pillars, Idols",Kolvi,Jhalawar,Rajasthan,Jaipur Circle,JAIRJ064.JPG,JAIRJ064,JAIRJ064
4047,monuments2.fid-3f3c22b6_1667d4434db_548d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548d,26.4958,77.029656,15013,Palace of Maharaja GopalLal,Palace of Maharaja GopalLal,Karauli,Karauli,Rajasthan,Jaipur Circle,JAIRJ065.JPG,JAIRJ065,XXXX
4048,monuments2.fid-3f3c22b6_1667d4434db_548e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548e,25.094356,76.123272,15014,Siva Temple,Siva Temple,Charchoma,Kota,Rajasthan,Jaipur Circle,JAIRJ066.JPG,JAIRJ066,JAIRJ066
4049,monuments2.fid-3f3c22b6_1667d4434db_548f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_548f,24.815608,75.986647,15015,"Temple, Fortwall and Statues","Temple, Fortwall and Statues",Dara/Mukandara,Kota,Rajasthan,Jaipur Circle,JAIRJ067.JPG,JAIRJ067,JAIRJ067
4050,monuments2.fid-3f3c22b6_1667d4434db_5490,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5490,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5490,25.144739,75.882622,15016,Temple with Inscription,Temple with Inscription,Kanswa,Kota,Rajasthan,Jaipur Circle,JAIRJ068.JPG,JAIRJ068,JAIRJ068
4051,monuments2.fid-3f3c22b6_1667d4434db_5491,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5491,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5491,26.019242,76.455178,15017,Ranthambhor Fort,Ranthambhor Fort,Ranthambhor,Sawai Madhopur,Rajasthan,Jaipur Circle,JAIRJ069.JPG,JAIRJ069,JAIRJ069
4052,monuments2.fid-3f3c22b6_1667d4434db_5492,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5492,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_5492,26.000428,76.363911,15018,Jain Temple,Jain Temple,Alanpur,Sawai Madhopur,Rajasthan,Jaipur Circle,JAIRJ070.JPG,JAIRJ070,JAIRJ070
